-4.2775,1901,1,CHE,,
-7.1674,1901,2,CHE,,
-0.8887,1901,3,CHE,,
4.84976,1901,4,CHE,,
8.98484,1901,5,CHE,,
13.0307,1901,6,CHE,,
14.0497,1901,7,CHE,,
13.0446,1901,8,CHE,,
10.8282,1901,9,CHE,,
5.95034,1901,10,CHE,,
-0.4353,1901,11,CHE,,
-1.6324,1901,12,CHE,,
-1.816,1902,1,CHE,,
-2.5455,1902,2,CHE,,
1.28603,1902,3,CHE,,
6.38529,1902,4,CHE,,
5.27693,1902,5,CHE,,
11.1006,1902,6,CHE,,
14.3379,1902,7,CHE,,
12.9348,1902,8,CHE,,
10.215,1902,9,CHE,,
5.35536,1902,10,CHE,,
0.02153,1902,11,CHE,,
-2.5159,1902,12,CHE,,
-3.2729,1903,1,CHE,,
-0.6962,1903,2,CHE,,
2.1773,1903,3,CHE,,
1.68158,1903,4,CHE,,
8.3495,1903,5,CHE,,
10.5429,1903,6,CHE,,
12.8155,1903,7,CHE,,
13.3354,1903,8,CHE,,
10.7092,1903,9,CHE,,
7.03117,1903,10,CHE,,
1.67412,1903,11,CHE,,
-2.5661,1903,12,CHE,,
-3.3956,1904,1,CHE,,
-1.241,1904,2,CHE,,
0.563,1904,3,CHE,,
5.9875,1904,4,CHE,,
9.97493,1904,5,CHE,,
12.9465,1904,6,CHE,,
16.2548,1904,7,CHE,,
14.5563,1904,8,CHE,,
8.97956,1904,9,CHE,,
6.23601,1904,10,CHE,,
0.28444,1904,11,CHE,,
-1.3891,1904,12,CHE,,
-5.0756,1905,1,CHE,,
-2.4739,1905,2,CHE,,
1.68687,1905,3,CHE,,
4.54277,1905,4,CHE,,
7.13646,1905,5,CHE,,
12.5305,1905,6,CHE,,
16.1317,1905,7,CHE,,
13.397,1905,8,CHE,,
10.8809,1905,9,CHE,,
3.16502,1905,10,CHE,,
0.91626,1905,11,CHE,,
-1.8463,1905,12,CHE,,
-2.4643,1906,1,CHE,,
-3.1686,1906,2,CHE,,
-0.0014,1906,3,CHE,,
3.93324,1906,4,CHE,,
8.7037,1906,5,CHE,,
11.8022,1906,6,CHE,,
14.0666,1906,7,CHE,,
14.5461,1906,8,CHE,,
10.1663,1906,9,CHE,,
7.83733,1906,10,CHE,,
2.37361,1906,11,CHE,,
-3.7936,1906,12,CHE,,
-4.0145,1907,1,CHE,,
-4.5358,1907,2,CHE,,
-0.2361,1907,3,CHE,,
3.05812,1907,4,CHE,,
9.01968,1907,5,CHE,,
11.8372,1907,6,CHE,,
12.1051,1907,7,CHE,,
14.0506,1907,8,CHE,,
11.1715,1907,9,CHE,,
7.29547,1907,10,CHE,,
2.16644,1907,11,CHE,,
-0.0637,1907,12,CHE,,
-4.6801,1908,1,CHE,,
-1.8519,1908,2,CHE,,
-0.4752,1908,3,CHE,,
2.35016,1908,4,CHE,,
10.1822,1908,5,CHE,,
13.5495,1908,6,CHE,,
13.4252,1908,7,CHE,,
12.1893,1908,8,CHE,,
9.64776,1908,9,CHE,,
6.09849,1908,10,CHE,,
-0.0564,1908,11,CHE,,
-2.1023,1908,12,CHE,,
-4.7338,1909,1,CHE,,
-4.782,1909,2,CHE,,
-1.3706,1909,3,CHE,,
5.83496,1909,4,CHE,,
8.35411,1909,5,CHE,,
10.3047,1909,6,CHE,,
11.8853,1909,7,CHE,,
13.192,1909,8,CHE,,
9.70088,1909,9,CHE,,
7.32963,1909,10,CHE,,
0.04887,1909,11,CHE,,
0.01048,1909,12,CHE,,
-1.8608,1910,1,CHE,,
-0.991,1910,2,CHE,,
1.09099,1910,3,CHE,,
3.72166,1910,4,CHE,,
7.3235,1910,5,CHE,,
12.2058,1910,6,CHE,,
11.9438,1910,7,CHE,,
12.7576,1910,8,CHE,,
8.84981,1910,9,CHE,,
6.97054,1910,10,CHE,,
0.48154,1910,11,CHE,,
0.47462,1910,12,CHE,,
-5.161,1911,1,CHE,,
-2.107,1911,2,CHE,,
0.89977,1911,3,CHE,,
3.8555,1911,4,CHE,,
8.86707,1911,5,CHE,,
11.3792,1911,6,CHE,,
16.2828,1911,7,CHE,,
16.3528,1911,8,CHE,,
12.3465,1911,9,CHE,,
6.13619,1911,10,CHE,,
2.81238,1911,11,CHE,,
0.4197,1911,12,CHE,,
-1.6831,1912,1,CHE,,
0.59329,1912,2,CHE,,
3.16208,1912,3,CHE,,
3.65024,1912,4,CHE,,
9.53768,1912,5,CHE,,
11.9053,1912,6,CHE,,
13.1462,1912,7,CHE,,
10.6636,1912,8,CHE,,
7.31032,1912,9,CHE,,
4.76025,1912,10,CHE,,
-0.7923,1912,11,CHE,,
-1.2042,1912,12,CHE,,
-1.7017,1913,1,CHE,,
-2.3989,1913,2,CHE,,
2.35898,1913,3,CHE,,
4.1039,1913,4,CHE,,
8.46751,1913,5,CHE,,
12.0003,1913,6,CHE,,
11.2243,1913,7,CHE,,
12.412,1913,8,CHE,,
9.81011,1913,9,CHE,,
7.04956,1913,10,CHE,,
3.86797,1913,11,CHE,,
-1.3014,1913,12,CHE,,
-5.8815,1914,1,CHE,,
-0.6863,1914,2,CHE,,
1.80925,1914,3,CHE,,
6.39742,1914,4,CHE,,
7.1912,1914,5,CHE,,
10.7949,1914,6,CHE,,
12.4253,1914,7,CHE,,
13.2279,1914,8,CHE,,
10.0808,1914,9,CHE,,
5.50486,1914,10,CHE,,
0.81137,1914,11,CHE,,
0.30178,1914,12,CHE,,
-2.5602,1915,1,CHE,,
-2.6074,1915,2,CHE,,
-0.1116,1915,3,CHE,,
3.53402,1915,4,CHE,,
10.5392,1915,5,CHE,,
13.525,1915,6,CHE,,
13.1394,1915,7,CHE,,
12.4496,1915,8,CHE,,
8.85667,1915,9,CHE,,
4.264,1915,10,CHE,,
-0.7236,1915,11,CHE,,
1.94633,1915,12,CHE,,
-0.2727,1916,1,CHE,,
-1.2525,1916,2,CHE,,
0.87019,1916,3,CHE,,
4.68271,1916,4,CHE,,
9.47127,1916,5,CHE,,
9.87405,1916,6,CHE,,
12.8431,1916,7,CHE,,
13.0909,1916,8,CHE,,
8.62213,1916,9,CHE,,
6.0252,1916,10,CHE,,
1.75891,1916,11,CHE,,
-0.6193,1916,12,CHE,,
-4.2849,1917,1,CHE,,
-4.9937,1917,2,CHE,,
-1.5347,1917,3,CHE,,
1.70581,1917,4,CHE,,
10.9358,1917,5,CHE,,
13.9114,1917,6,CHE,,
13.5645,1917,7,CHE,,
12.6334,1917,8,CHE,,
12.387,1917,9,CHE,,
4.51259,1917,10,CHE,,
1.18777,1917,11,CHE,,
-4.8923,1917,12,CHE,,
-2.7987,1918,1,CHE,,
-1.6236,1918,2,CHE,,
0.76908,1918,3,CHE,,
4.00235,1918,4,CHE,,
10.0189,1918,5,CHE,,
10.0196,1918,6,CHE,,
13.6905,1918,7,CHE,,
13.3461,1918,8,CHE,,
11.1351,1918,9,CHE,,
4.6237,1918,10,CHE,,
1.0082,1918,11,CHE,,
0.42328,1918,12,CHE,,
-1.877,1919,1,CHE,,
-2.775,1919,2,CHE,,
0.73089,1919,3,CHE,,
2.29167,1919,4,CHE,,
8.70606,1919,5,CHE,,
12.763,1919,6,CHE,,
11.1216,1919,7,CHE,,
15.164,1919,8,CHE,,
12.3957,1919,9,CHE,,
3.28829,1919,10,CHE,,
-0.6277,1919,11,CHE,,
-0.8834,1919,12,CHE,,
0.13241,1920,1,CHE,,
-0.1931,1920,2,CHE,,
2.86223,1920,3,CHE,,
4.95882,1920,4,CHE,,
11.4582,1920,5,CHE,,
11.8195,1920,6,CHE,,
13.6088,1920,7,CHE,,
11.976,1920,8,CHE,,
10.6248,1920,9,CHE,,
5.92972,1920,10,CHE,,
-0.1557,1920,11,CHE,,
-1.3339,1920,12,CHE,,
0.78429,1921,1,CHE,,
-1.7106,1921,2,CHE,,
2.23372,1921,3,CHE,,
3.6239,1921,4,CHE,,
9.86192,1921,5,CHE,,
12.563,1921,6,CHE,,
16.1173,1921,7,CHE,,
13.66,1921,8,CHE,,
11.7457,1921,9,CHE,,
8.66702,1921,10,CHE,,
-0.8524,1921,11,CHE,,
-1.3472,1921,12,CHE,,
-3.4912,1922,1,CHE,,
-2.5886,1922,2,CHE,,
1.55409,1922,3,CHE,,
2.88393,1922,4,CHE,,
10.8905,1922,5,CHE,,
12.6178,1922,6,CHE,,
12.6438,1922,7,CHE,,
13.2381,1922,8,CHE,,
8.41025,1922,9,CHE,,
4.38872,1922,10,CHE,,
-0.0406,1922,11,CHE,,
-1.4553,1922,12,CHE,,
-2.4657,1923,1,CHE,,
-0.0965,1923,2,CHE,,
1.86959,1923,3,CHE,,
4.25044,1923,4,CHE,,
8.79237,1923,5,CHE,,
8.99784,1923,6,CHE,,
15.8823,1923,7,CHE,,
14.5614,1923,8,CHE,,
10.2694,1923,9,CHE,,
8.08713,1923,10,CHE,,
1.34587,1923,11,CHE,,
-1.678,1923,12,CHE,,
-3.9821,1924,1,CHE,,
-3.8315,1924,2,CHE,,
0.56684,1924,3,CHE,,
4.74326,1924,4,CHE,,
10.1304,1924,5,CHE,,
12.0264,1924,6,CHE,,
13.7929,1924,7,CHE,,
10.7372,1924,8,CHE,,
10.7354,1924,9,CHE,,
6.56899,1924,10,CHE,,
1.57618,1924,11,CHE,,
-1.2961,1924,12,CHE,,
-1.1198,1925,1,CHE,,
-0.1283,1925,2,CHE,,
-1.5284,1925,3,CHE,,
4.38878,1925,4,CHE,,
8.73595,1925,5,CHE,,
13.002,1925,6,CHE,,
13.1834,1925,7,CHE,,
13.1221,1925,8,CHE,,
8.54506,1925,9,CHE,,
6.67929,1925,10,CHE,,
0.49288,1925,11,CHE,,
-2.0721,1925,12,CHE,,
-2.955,1926,1,CHE,,
1.51584,1926,2,CHE,,
1.62594,1926,3,CHE,,
5.83527,1926,4,CHE,,
7.02617,1926,5,CHE,,
10.0056,1926,6,CHE,,
13.4391,1926,7,CHE,,
13.6653,1926,8,CHE,,
12.8024,1926,9,CHE,,
6.82096,1926,10,CHE,,
3.80562,1926,11,CHE,,
-2.3377,1926,12,CHE,,
-1.8019,1927,1,CHE,,
-2.4091,1927,2,CHE,,
1.9639,1927,3,CHE,,
5.38229,1927,4,CHE,,
9.64721,1927,5,CHE,,
12.2867,1927,6,CHE,,
14.0664,1927,7,CHE,,
13.0644,1927,8,CHE,,
10.6419,1927,9,CHE,,
6.14498,1927,10,CHE,,
2.0208,1927,11,CHE,,
-1.8675,1927,12,CHE,,
-0.9955,1928,1,CHE,,
-0.1133,1928,2,CHE,,
1.29966,1928,3,CHE,,
4.81293,1928,4,CHE,,
6.78583,1928,5,CHE,,
12.51,1928,6,CHE,,
17.345,1928,7,CHE,,
15.1697,1928,8,CHE,,
10.6178,1928,9,CHE,,
6.0576,1928,10,CHE,,
2.89794,1928,11,CHE,,
-2.0544,1928,12,CHE,,
-6.2556,1929,1,CHE,,
-6.7218,1929,2,CHE,,
0.84711,1929,3,CHE,,
2.70001,1929,4,CHE,,
9.46275,1929,5,CHE,,
13.0476,1929,6,CHE,,
14.979,1929,7,CHE,,
13.5652,1929,8,CHE,,
13.3876,1929,9,CHE,,
7.01583,1929,10,CHE,,
2.02984,1929,11,CHE,,
0.89083,1929,12,CHE,,
-1.0378,1930,1,CHE,,
-2.4042,1930,2,CHE,,
1.90471,1930,3,CHE,,
5.0458,1930,4,CHE,,
7.53339,1930,5,CHE,,
14.4717,1930,6,CHE,,
12.7278,1930,7,CHE,,
13.1404,1930,8,CHE,,
11.2625,1930,9,CHE,,
6.18499,1930,10,CHE,,
3.64473,1930,11,CHE,,
-1.0044,1930,12,CHE,,
-2.3358,1931,1,CHE,,
-3.2823,1931,2,CHE,,
-1.2814,1931,3,CHE,,
3.44866,1931,4,CHE,,
10.4597,1931,5,CHE,,
14.3952,1931,6,CHE,,
13.2649,1931,7,CHE,,
12.1283,1931,8,CHE,,
7.11489,1931,9,CHE,,
5.40398,1931,10,CHE,,
2.80453,1931,11,CHE,,
-2.7331,1931,12,CHE,,
-1.6987,1932,1,CHE,,
-5.6813,1932,2,CHE,,
-1.1552,1932,3,CHE,,
3.14224,1932,4,CHE,,
7.81377,1932,5,CHE,,
11.1244,1932,6,CHE,,
12.9026,1932,7,CHE,,
15.7865,1932,8,CHE,,
13.401,1932,9,CHE,,
6.24147,1932,10,CHE,,
2.29979,1932,11,CHE,,
-1.0644,1932,12,CHE,,
-4.4442,1933,1,CHE,,
-2.2958,1933,2,CHE,,
1.73947,1933,3,CHE,,
5.19405,1933,4,CHE,,
7.74383,1933,5,CHE,,
9.77021,1933,6,CHE,,
14.8008,1933,7,CHE,,
14.9281,1933,8,CHE,,
11.3873,1933,9,CHE,,
6.7523,1933,10,CHE,,
0.31735,1933,11,CHE,,
-5.3471,1933,12,CHE,,
-2.857,1934,1,CHE,,
-2.4062,1934,2,CHE,,
0.92629,1934,3,CHE,,
6.544,1934,4,CHE,,
10.6656,1934,5,CHE,,
12.4692,1934,6,CHE,,
15.0168,1934,7,CHE,,
12.5327,1934,8,CHE,,
12.1854,1934,9,CHE,,
6.20126,1934,10,CHE,,
0.55451,1934,11,CHE,,
1.39154,1934,12,CHE,,
-4.2784,1935,1,CHE,,
-0.8703,1935,2,CHE,,
0.32611,1935,3,CHE,,
3.97707,1935,4,CHE,,
6.93945,1935,5,CHE,,
14.0174,1935,6,CHE,,
15.2327,1935,7,CHE,,
13.0259,1935,8,CHE,,
11.3117,1935,9,CHE,,
6.55102,1935,10,CHE,,
2.72155,1935,11,CHE,,
-2.3753,1935,12,CHE,,
0.76516,1936,1,CHE,,
-1.6559,1936,2,CHE,,
2.63965,1936,3,CHE,,
3.95202,1936,4,CHE,,
9.26418,1936,5,CHE,,
11.8374,1936,6,CHE,,
13.01,1936,7,CHE,,
13.3408,1936,8,CHE,,
10.7454,1936,9,CHE,,
3.40187,1936,10,CHE,,
1.55947,1936,11,CHE,,
-0.827,1936,12,CHE,,
-1.6446,1937,1,CHE,,
0.58521,1937,2,CHE,,
0.13903,1937,3,CHE,,
4.70893,1937,4,CHE,,
10.4795,1937,5,CHE,,
13.1977,1937,6,CHE,,
14.4196,1937,7,CHE,,
13.8573,1937,8,CHE,,
10.2282,1937,9,CHE,,
6.53031,1937,10,CHE,,
1.32133,1937,11,CHE,,
-2.5761,1937,12,CHE,,
-2.0628,1938,1,CHE,,
-2.2737,1938,2,CHE,,
3.78715,1938,3,CHE,,
2.37979,1938,4,CHE,,
7.14881,1938,5,CHE,,
13.4596,1938,6,CHE,,
13.4695,1938,7,CHE,,
13.3036,1938,8,CHE,,
10.8712,1938,9,CHE,,
6.3849,1938,10,CHE,,
3.48122,1938,11,CHE,,
-3.2925,1938,12,CHE,,
-0.9283,1939,1,CHE,,
-1.126,1939,2,CHE,,
-1.1858,1939,3,CHE,,
5.77984,1939,4,CHE,,
6.03585,1939,5,CHE,,
12.3606,1939,6,CHE,,
13.0279,1939,7,CHE,,
13.5424,1939,8,CHE,,
10.0832,1939,9,CHE,,
5.34014,1939,10,CHE,,
3.37954,1939,11,CHE,,
-2.6438,1939,12,CHE,,
-7.2143,1940,1,CHE,,
-2.8421,1940,2,CHE,,
0.96619,1940,3,CHE,,
4.94741,1940,4,CHE,,
8.68316,1940,5,CHE,,
11.6155,1940,6,CHE,,
12.4971,1940,7,CHE,,
12.4083,1940,8,CHE,,
10.8766,1940,9,CHE,,
5.97379,1940,10,CHE,,
2.69422,1940,11,CHE,,
-5.4915,1940,12,CHE,,
-4.9732,1941,1,CHE,,
-1.9617,1941,2,CHE,,
1.62865,1941,3,CHE,,
3.21737,1941,4,CHE,,
5.50798,1941,5,CHE,,
12.524,1941,6,CHE,,
14.7323,1941,7,CHE,,
12.3814,1941,8,CHE,,
10.0737,1941,9,CHE,,
5.51197,1941,10,CHE,,
0.65563,1941,11,CHE,,
-1.7732,1941,12,CHE,,
-6.8568,1942,1,CHE,,
-5.2579,1942,2,CHE,,
1.99362,1942,3,CHE,,
4.97237,1942,4,CHE,,
9.02804,1942,5,CHE,,
12.5381,1942,6,CHE,,
14.0242,1942,7,CHE,,
14.0777,1942,8,CHE,,
12.8818,1942,9,CHE,,
8.90522,1942,10,CHE,,
0.51978,1942,11,CHE,,
-1.242,1942,12,CHE,,
-2.4477,1943,1,CHE,,
-0.3308,1943,2,CHE,,
2.67998,1943,3,CHE,,
6.28582,1943,4,CHE,,
9.79211,1943,5,CHE,,
11.7542,1943,6,CHE,,
14.3585,1943,7,CHE,,
15.5199,1943,8,CHE,,
11.8991,1943,9,CHE,,
8.3369,1943,10,CHE,,
0.73579,1943,11,CHE,,
-0.8738,1943,12,CHE,,
-1.339,1944,1,CHE,,
-3.775,1944,2,CHE,,
-0.918,1944,3,CHE,,
6.36335,1944,4,CHE,,
8.97744,1944,5,CHE,,
11.4712,1944,6,CHE,,
13.9139,1944,7,CHE,,
16.4384,1944,8,CHE,,
10.4904,1944,9,CHE,,
5.50755,1944,10,CHE,,
1.14781,1944,11,CHE,,
-2.3754,1944,12,CHE,,
-6.9027,1945,1,CHE,,
-0.0748,1945,2,CHE,,
3.06473,1945,3,CHE,,
6.73829,1945,4,CHE,,
10.8716,1945,5,CHE,,
14.4636,1945,6,CHE,,
16.0318,1945,7,CHE,,
13.3947,1945,8,CHE,,
11.731,1945,9,CHE,,
6.78132,1945,10,CHE,,
0.58373,1945,11,CHE,,
-0.9561,1945,12,CHE,,
-4.0255,1946,1,CHE,,
0.38197,1946,2,CHE,,
2.11375,1946,3,CHE,,
7.0764,1946,4,CHE,,
9.51662,1946,5,CHE,,
11.4973,1946,6,CHE,,
15.139,1946,7,CHE,,
13.6666,1946,8,CHE,,
11.8202,1946,9,CHE,,
5.63011,1946,10,CHE,,
1.23221,1946,11,CHE,,
-3.3921,1946,12,CHE,,
-5.7631,1947,1,CHE,,
-4.0771,1947,2,CHE,,
1.55789,1947,3,CHE,,
7.17266,1947,4,CHE,,
10.8258,1947,5,CHE,,
14.3767,1947,6,CHE,,
16.1203,1947,7,CHE,,
16.3184,1947,8,CHE,,
13.2698,1947,9,CHE,,
6.97063,1947,10,CHE,,
3.21895,1947,11,CHE,,
-0.9749,1947,12,CHE,,
0.17931,1948,1,CHE,,
-1.4153,1948,2,CHE,,
4.2829,1948,3,CHE,,
5.63062,1948,4,CHE,,
9.92886,1948,5,CHE,,
11.8007,1948,6,CHE,,
11.9684,1948,7,CHE,,
13.5127,1948,8,CHE,,
10.9527,1948,9,CHE,,
7.43269,1948,10,CHE,,
2.24251,1948,11,CHE,,
-1.7266,1948,12,CHE,,
-1.7894,1949,1,CHE,,
-1.3795,1949,2,CHE,,
-0.2441,1949,3,CHE,,
7.76878,1949,4,CHE,,
7.86951,1949,5,CHE,,
12.5276,1949,6,CHE,,
15.4729,1949,7,CHE,,
14.876,1949,8,CHE,,
13.713,1949,9,CHE,,
8.58586,1949,10,CHE,,
1.43072,1949,11,CHE,,
0.04569,1949,12,CHE,,
-3.2777,1950,1,CHE,,
-0.1039,1950,2,CHE,,
2.50021,1950,3,CHE,,
3.58184,1950,4,CHE,,
10.4672,1950,5,CHE,,
14.7428,1950,6,CHE,,
16.5784,1950,7,CHE,,
14.4663,1950,8,CHE,,
10.703,1950,9,CHE,,
6.54058,1950,10,CHE,,
2.13901,1950,11,CHE,,
-2.8624,1950,12,CHE,,
-0.9897,1951,1,CHE,,
-0.7917,1951,2,CHE,,
0.26186,1951,3,CHE,,
4.68001,1951,4,CHE,,
8.02173,1951,5,CHE,,
11.9548,1951,6,CHE,,
14.0961,1951,7,CHE,,
13.6244,1951,8,CHE,,
12.0095,1951,9,CHE,,
5.65536,1951,10,CHE,,
3.2039,1951,11,CHE,,
-1.3779,1951,12,CHE,,
-3.2563,1952,1,CHE,,
-3.376,1952,2,CHE,,
1.9849,1952,3,CHE,,
6.63861,1952,4,CHE,,
9.72068,1952,5,CHE,,
13.743,1952,6,CHE,,
16.8644,1952,7,CHE,,
14.7317,1952,8,CHE,,
8.26595,1952,9,CHE,,
5.63326,1952,10,CHE,,
0.42498,1952,11,CHE,,
-1.8501,1952,12,CHE,,
-4.5382,1953,1,CHE,,
-2.8889,1953,2,CHE,,
2.08215,1953,3,CHE,,
5.97857,1953,4,CHE,,
10.5684,1953,5,CHE,,
10.9567,1953,6,CHE,,
14.2669,1953,7,CHE,,
13.913,1953,8,CHE,,
11.6677,1953,9,CHE,,
7.80655,1953,10,CHE,,
1.35595,1953,11,CHE,,
0.41321,1953,12,CHE,,
-4.6339,1954,1,CHE,,
-3.7263,1954,2,CHE,,
2.10723,1954,3,CHE,,
3.3481,1954,4,CHE,,
8.06872,1954,5,CHE,,
12.6586,1954,6,CHE,,
12.1838,1954,7,CHE,,
12.409,1954,8,CHE,,
11.4114,1954,9,CHE,,
6.71232,1954,10,CHE,,
2.45682,1954,11,CHE,,
0.41638,1954,12,CHE,,
-1.3989,1955,1,CHE,,
-2.0337,1955,2,CHE,,
-0.5424,1955,3,CHE,,
5.24715,1955,4,CHE,,
8.40733,1955,5,CHE,,
12.16,1955,6,CHE,,
13.9005,1955,7,CHE,,
13.0894,1955,8,CHE,,
10.659,1955,9,CHE,,
5.67268,1955,10,CHE,,
0.79854,1955,11,CHE,,
0.8393,1955,12,CHE,,
-1.0879,1956,1,CHE,,
-5.6475,1956,2,CHE,,
0.59803,1956,3,CHE,,
3.08126,1956,4,CHE,,
9.48807,1956,5,CHE,,
10.4707,1956,6,CHE,,
13.4664,1956,7,CHE,,
12.3282,1956,8,CHE,,
11.6205,1956,9,CHE,,
5.27872,1956,10,CHE,,
0.28205,1956,11,CHE,,
-1.3287,1956,12,CHE,,
-3.7385,1957,1,CHE,,
0.90132,1957,2,CHE,,
4.15737,1957,3,CHE,,
4.87705,1957,4,CHE,,
6.56807,1957,5,CHE,,
12.2849,1957,6,CHE,,
14.0071,1957,7,CHE,,
12.5977,1957,8,CHE,,
10.2605,1957,9,CHE,,
6.41214,1957,10,CHE,,
2.13337,1957,11,CHE,,
-1.7924,1957,12,CHE,,
-2.2508,1958,1,CHE,,
0.58492,1958,2,CHE,,
-1.5697,1958,3,CHE,,
2.42481,1958,4,CHE,,
10.9616,1958,5,CHE,,
11.6137,1958,6,CHE,,
